,min_samples_leaf,n_estimators,acc,f1,oob,sensitivity,specificity,infant_acc_0.1,infant_f1_0.1,infant_sensitivity_0.1,infant_specificity_0.1,infant_acc_0.2,infant_f1_0.2,infant_sensitivity_0.2,infant_specificity_0.2,infant_acc_0.3,infant_f1_0.3,infant_sensitivity_0.3,infant_specificity_0.3,infant_acc_0.4,infant_f1_0.4,infant_sensitivity_0.4,infant_specificity_0.4,infant_acc_0.5,infant_f1_0.5,infant_sensitivity_0.5,infant_specificity_0.5,infant_acc_0.6,infant_f1_0.6,infant_sensitivity_0.6,infant_specificity_0.6,infant_acc_0.7,infant_f1_0.7,infant_sensitivity_0.7,infant_specificity_0.7,infant_acc_0.8,infant_f1_0.8,infant_sensitivity_0.8,infant_specificity_0.8,infant_acc_0.9,infant_f1_0.9,infant_sensitivity_0.9,infant_specificity_0.9
0,20,1000,0.6757132915796799,0.5873397159379421,0.1030709495234734,0.38636363636363635,0.7857829010566763,0.45454545454545453,0.45,1.0,0.25,0.5454545454545454,0.5299145299145299,0.6666666666666666,0.5,0.7272727272727273,0.6857142857142857,0.6666666666666666,0.75,0.7272727272727273,0.611764705882353,0.3333333333333333,0.875,0.7272727272727273,0.611764705882353,0.3333333333333333,0.875,0.8181818181818182,0.6944444444444444,0.3333333333333333,1.0,0.7272727272727273,0.4210526315789474,0.0,1.0,0.7272727272727273,0.4210526315789474,0.0,1.0,0.7272727272727273,0.4210526315789474,0.0,1.0
