,min_samples_leaf,n_estimators,acc,f1,oob,sensitivity,specificity,infant_acc_0.1,infant_f1_0.1,infant_sensitivity_0.1,infant_specificity_0.1,infant_acc_0.2,infant_f1_0.2,infant_sensitivity_0.2,infant_specificity_0.2,infant_acc_0.3,infant_f1_0.3,infant_sensitivity_0.3,infant_specificity_0.3,infant_acc_0.4,infant_f1_0.4,infant_sensitivity_0.4,infant_specificity_0.4,infant_acc_0.5,infant_f1_0.5,infant_sensitivity_0.5,infant_specificity_0.5,infant_acc_0.6,infant_f1_0.6,infant_sensitivity_0.6,infant_specificity_0.6,infant_acc_0.7,infant_f1_0.7,infant_sensitivity_0.7,infant_specificity_0.7,infant_acc_0.8,infant_f1_0.8,infant_sensitivity_0.8,infant_specificity_0.8,infant_acc_0.9,infant_f1_0.9,infant_sensitivity_0.9,infant_specificity_0.9
0,20,105,0.6302325581395349,0.5936621518016867,0.08168028004667449,0.6016949152542372,0.6410256410256411,0.45454545454545453,0.45,1.0,0.25,0.45454545454545453,0.45,1.0,0.25,0.6363636363636364,0.6333333333333333,1.0,0.5,0.6363636363636364,0.6071428571428572,0.6666666666666666,0.625,0.6363636363636364,0.6071428571428572,0.6666666666666666,0.625,0.7272727272727273,0.6857142857142857,0.6666666666666666,0.75,0.8181818181818182,0.7708333333333333,0.6666666666666666,0.875,0.6363636363636364,0.38888888888888884,0.0,0.875,0.6363636363636364,0.38888888888888884,0.0,0.875
