,n_estimators,min_samples_leaf,acc,f1,oob,sensitivity,specificity,infant_acc_0.1,infant_f1_0.1,infant_sensitivity_0.1,infant_specificity_0.1,infant_acc_0.2,infant_f1_0.2,infant_sensitivity_0.2,infant_specificity_0.2,infant_acc_0.3,infant_f1_0.3,infant_sensitivity_0.3,infant_specificity_0.3,infant_acc_0.4,infant_f1_0.4,infant_sensitivity_0.4,infant_specificity_0.4,infant_acc_0.5,infant_f1_0.5,infant_sensitivity_0.5,infant_specificity_0.5,infant_acc_0.6,infant_f1_0.6,infant_sensitivity_0.6,infant_specificity_0.6,infant_acc_0.7,infant_f1_0.7,infant_sensitivity_0.7,infant_specificity_0.7,infant_acc_0.8,infant_f1_0.8,infant_sensitivity_0.8,infant_specificity_0.8,infant_acc_0.9,infant_f1_0.9,infant_sensitivity_0.9,infant_specificity_0.9
0,806,20,0.7215161143894689,0.6563212022676019,0.08371824480369516,0.5219552609776305,0.7968115035948734,0.5454545454545454,0.5454545454545454,1.0,0.375,0.6363636363636364,0.6071428571428572,0.6666666666666666,0.625,0.8181818181818182,0.7708333333333333,0.6666666666666666,0.875,0.8181818181818182,0.7708333333333333,0.6666666666666666,0.875,0.8181818181818182,0.7708333333333333,0.6666666666666666,0.875,0.8181818181818182,0.6944444444444444,0.3333333333333333,1.0,0.8181818181818182,0.6944444444444444,0.3333333333333333,1.0,0.7272727272727273,0.4210526315789474,0.0,1.0,0.7272727272727273,0.4210526315789474,0.0,1.0
